Date,Revenue,COGS,Actual_Profit,n_orders,n_items,n_returned_items,total_refunds,year,month,day,day_of_year,day_of_week,quarter,is_weekend,is_holiday,is_promo,sessions,unique_visitors,page_views,bounce_rate,avg_session_duration_sec,traffic_source,yoy_growth_ref,Revenue_ref,COGS_ref,revenue_mape_day
2016-08-05,5199462.99,4172955.7023,1026507.2877,158,789,17,141944.52000000002,2016,8,5,218,4,3,0,0,0,27384.0,20014.0,98121.0,0.00453,219.5,paid_search,1.039405393049242,5608281.75,4405172.77,0.07289554594863208
2016-08-06,3266043.98,2763064.4691,502979.5109,99,494,25,134636.6,2016,8,6,219,5,3,1,0,0,28180.0,22272.0,133138.0,0.00536,178.5,email_campaign,1.039405393049242,3417126.9,2778007.61,0.04421343556190434
2016-08-07,4065436.81,3326871.3239,738565.4861,136,656,48,257406.03,2016,8,7,220,6,3,1,0,0,29434.0,22994.0,147103.0,0.00411,280.1,email_campaign,1.039405393049242,4427581.45,3417549.23,0.08179288039974965
2016-08-08,3943877.47,3271026.6615999998,672850.8084,152,681,38,162982.31,2016,8,8,221,0,3,0,0,0,34462.0,25228.0,175155.0,0.00438,188.3,paid_search,1.039405393049242,4350104.4,3457274.61,0.09338325995118649
2016-08-09,5034861.33,4199394.2384,835467.0916,174,881,73,216913.44,2016,8,9,222,1,3,0,0,0,26386.0,19781.0,111721.0,0.00335,132.6,paid_search,1.039405393049242,5367433.58,4307308.14,0.06196113003414194
2016-08-10,5607336.12,4718020.772,889315.348,203,994,57,282452.27,2016,8,10,223,2,3,0,0,0,33121.0,27111.0,133606.0,0.00492,132.5,referral,1.039405393049242,6219835.93,4989664.4,0.09847523582507096
2016-08-11,6092370.24,5210491.1934,881879.0466,232,1172,69,354928.67,2016,8,11,224,3,3,0,0,0,31742.0,24365.0,161020.0,0.00378,245.3,organic_search,1.039405393049242,6515630.05,5260377.53,0.06496068787699197
2016-08-12,5510654.97,4565286.243,945368.727,202,972,42,231563.29,2016,8,12,225,4,3,0,0,0,27987.0,19679.0,94711.0,0.00363,316.6,social_media,1.039405393049242,6119372.31,4890673.79,0.09947382005263214
2016-08-13,4582740.46,3943905.9501,638834.5099,157,789,49,230048.24,2016,8,13,226,5,3,1,0,0,25016.0,17540.0,123852.0,0.00553,196.7,social_media,1.039405393049242,4911652.24,4032826.41,0.06696560829803379
2016-08-14,3874986.61,3276890.8512,598095.7588,138,712,65,258228.13,2016,8,14,227,6,3,1,0,0,27633.0,20341.0,90982.0,0.00509,156.4,social_media,1.039405393049242,4133214.74,3276890.85,0.062476340147766034
2016-08-15,5209480.48,4427727.1917,781753.2883,197,939,45,294030.02,2016,8,15,228,0,3,0,0,0,31092.0,23420.0,110105.0,0.00515,121.7,organic_search,1.039405393049242,5605211.59,4497185.08,0.07060056585660479
2016-08-16,5427404.92,4397637.456,1029767.464,206,1006,28,148886.06,2016,8,16,229,1,3,0,0,0,29690.0,23156.0,154339.0,0.0046,247.4,organic_search,1.039405393049242,5622571.31,4439845.57,0.03471123428045943
2016-08-17,5123356.16,4152765.645,970590.515,231,1145,53,273429.76,2016,8,17,230,2,3,0,0,0,31419.0,22260.0,132681.0,0.00347,314.6,organic_search,1.039405393049242,5481191.48,4224740.02,0.0652842217437002
2016-08-18,8917664.39,7711500.9157,1206163.4743,313,1562,67,320004.54,2016,8,18,231,3,3,0,0,0,24412.0,18601.0,116144.0,0.00457,194.8,email_campaign,1.039405393049242,9528740.46,7920089.68,0.06412978426321837
2016-08-19,6147287.22,5157631.9156,989655.3044,242,1185,60,259895.27000000002,2016,8,19,232,4,3,0,0,0,28446.0,20582.0,92462.0,0.00492,218.6,paid_search,1.039405393049242,6546299.57,5278113.04,0.06095235113109872
2016-08-20,5360260.49,4484181.2501,876079.2399,193,945,64,330992.05,2016,8,20,233,5,3,1,0,0,27262.0,21783.0,149049.0,0.00483,164.7,social_media,1.039405393049242,5781551.94,4564247.81,0.07286822887212532
2016-08-21,6068936.35,5188320.3371,880616.0129,188,906,47,273394.72,2016,8,21,234,6,3,1,0,0,27254.0,22311.0,103705.0,0.00343,127.6,paid_search,1.039405393049242,6521389.47,5328696.02,0.06937986484036816
2016-08-22,4824205.42,4269700.6224,554504.7976,169,910,59,371841.99,2016,8,22,235,0,3,0,0,0,28141.0,20906.0,121068.0,0.00419,122.1,organic_search,1.039405393049242,5219998.72,4287522.68,0.07582248985685572
2016-08-23,4490622.04,3755970.3426,734651.6974,178,839,31,194227.45,2016,8,23,236,1,3,0,0,0,29012.0,22783.0,134510.0,0.00344,298.5,paid_search,1.039405393049242,4815121.42,3868404.84,0.06739173360243113
2016-08-24,5946490.34,4965858.7447,980631.5953,234,1143,41,197509.76,2016,8,24,237,2,3,0,0,0,28046.0,22781.0,106186.0,0.00364,126.3,referral,1.039405393049242,6292751.73,5100249.41,0.05502543320583229
2016-08-25,8290539.31,6720861.8894,1569677.4206,320,1540,30,177811.03,2016,8,25,238,3,3,0,0,0,30846.0,23195.0,102990.0,0.00573,296.6,social_media,1.039405393049242,8794928.73,6977759.11,0.05735002925941855
2016-08-26,5216046.4,4293218.5209,922827.8791,206,996,40,241195.68,2016,8,26,239,4,3,0,0,0,32227.0,22624.0,104810.0,0.00471,196.4,organic_search,1.039405393049242,5680360.34,4488665.83,0.08174022636035788
2016-08-27,4251120.2,3563976.3863,687143.8137,151,697,37,174183.56,2016,8,27,240,5,3,1,0,0,29576.0,23100.0,114347.0,0.00322,217.9,social_media,1.039405393049242,4561647.77,3662367.33,0.06807355272851315
2016-08-28,14580620.05,11937823.1425,2642796.9075,556,2788,29,215893.82,2016,8,28,241,6,3,1,1,0,30591.0,23449.0,144030.0,0.00448,245.6,email_campaign,1.039405393049242,15158669.18,12249721.23,0.03813323736642157
2016-08-29,13242032.5,10795497.8479,2446534.6521,507,2673,27,98436.06,2016,8,29,242,0,3,0,1,0,27102.0,21683.0,109621.0,0.004,157.4,social_media,1.039405393049242,14043471.1,11328872.12,0.05706841238132356
2016-08-30,13396384.47,10798331.1946,2598053.2754,487,2480,34,118877.03,2016,8,30,243,1,3,0,1,1,27808.0,21416.0,149144.0,0.00414,220.4,email_campaign,1.039405393049242,13812380.3,11037531.68,0.030117606159453924
2016-08-31,12093295.44,9922935.7522,2170359.6878,460,2404,30,153169.94999999998,2016,8,31,244,2,3,0,0,1,27343.0,21369.0,102717.0,0.00488,254.1,paid_search,1.039405393049242,12534594.92,10091516.93,0.03520652105764264
2016-09-01,11839624.4,9845226.0862,1994398.3138,464,2461,37,147242.09,2016,9,1,245,3,3,0,0,1,21640.0,17149.0,109678.0,0.00364,204.0,social_media,1.039405393049242,12403544.62,10116739.78,0.04546444079305443
2016-09-02,1974893.6,2185693.1145,-210799.5145,88,370,41,216419.13,2016,9,2,246,4,3,0,1,1,24806.0,19936.0,112082.0,0.00349,108.5,referral,1.039405393049242,2363186.38,2197302.32,0.1643089953827509
2016-09-03,2390924.11,2576390.0813,-185465.9713,93,454,36,178313.24,2016,9,3,247,5,3,1,0,1,19833.0,16155.0,91836.0,0.00376,278.4,paid_search,1.039405393049242,2854708.14,2576390.08,0.16246285338297323
2016-09-04,2327180.06,2535192.1332,-208012.0732,104,474,31,218647.92,2016,9,4,248,6,3,1,0,1,19186.0,14935.0,103136.0,0.00384,311.9,social_media,1.039405393049242,2911393.7,2610346.46,0.2006645957913559
2016-09-05,3434989.06,3557973.4805,-122984.4205,139,681,36,174165.38,2016,9,5,249,0,3,0,0,1,25486.0,19924.0,89356.0,0.00473,269.1,organic_search,1.039405393049242,4157930.98,3683805.93,0.1738705917624443
2016-09-06,3556458.73,3848514.5083,-292055.7783,150,742,53,285167.67,2016,9,6,250,1,3,0,0,1,17889.0,12808.0,78449.0,0.0039,105.0,organic_search,1.039405393049242,4457820.99,4021959.96,0.20219794873369293
2016-09-07,2279802.72,2462713.1725,-182910.4525,99,522,35,157034.78,2016,9,7,251,2,3,0,0,1,23068.0,16975.0,76283.0,0.00485,249.0,social_media,1.039405393049242,2727504.52,2482230.36,0.16414337601171045
2016-09-08,2255450.7,2638999.3899,-383548.6899,110,510,69,320111.08,2016,9,8,252,3,3,0,0,1,21760.0,16332.0,101591.0,0.00347,108.0,referral,1.039405393049242,2950156.73,2710099.28,0.23548105866226293
2016-09-09,3584964.34,3522005.5856,62958.7544,146,719,14,60508.06,2016,9,9,253,4,3,0,0,1,20850.0,16841.0,101356.0,0.00425,184.7,social_media,1.039405393049242,4080455.52,3550531.35,0.12143035932419628
2016-09-10,2727370.69,2939502.342,-212131.652,135,632,44,186785.97,2016,9,10,254,5,3,1,0,1,23004.0,16494.0,79664.0,0.00506,187.2,social_media,1.039405393049242,3383667.97,3081087.79,0.19396030751799806
2016-09-11,3832632.66,4077119.3721,-244486.7121,195,939,57,366809.12,2016,9,11,255,6,3,1,0,1,20958.0,16065.0,108501.0,0.00368,228.5,organic_search,1.039405393049242,4791697.67,4209772.35,0.20015140270734147
2016-09-12,4634774.04,4852153.4648,-217379.4248,227,1066,45,215029.77,2016,9,12,256,0,3,0,0,1,20790.0,14729.0,68994.0,0.00502,285.4,paid_search,1.039405393049242,5675073.45,5130706.55,0.18331029882970062
2016-09-13,4774477.06,5014971.3336000005,-240494.2736,208,1051,49,244721.3,2016,9,13,257,1,3,0,0,1,19627.0,14282.0,82026.0,0.00435,291.1,email_campaign,1.039405393049242,5639925.61,5076124.78,0.15345034843464908
2016-09-14,3658455.96,3831547.8156,-173091.8556,145,705,45,204020.27,2016,9,14,258,2,3,0,0,1,21671.0,15592.0,109106.0,0.00324,100.9,referral,1.039405393049242,4385149.48,3911967.05,0.16571693241344201
2016-09-15,3019228.41,3028082.2852000003,-8853.8752,131,630,8,46873.83,2016,9,15,259,3,3,0,0,1,21936.0,17311.0,112756.0,0.00552,224.3,referral,1.039405393049242,3714513.35,3311188.02,0.18718062757803788
2016-09-16,3297782.6,3525533.0527,-227750.4527,157,748,50,292830.06,2016,9,16,260,4,3,0,0,1,19725.0,14698.0,99907.0,0.00323,127.6,social_media,1.039405393049242,4018602.31,3556568.41,0.17937074992623492
2016-09-17,3571624.39,3672173.9208,-100549.5308,165,823,44,260383.39,2016,9,17,261,5,3,1,0,1,21486.0,15561.0,106089.0,0.00519,146.2,email_campaign,1.039405393049242,4431680.09,3843688.85,0.1940698973151737
2016-09-18,4202793.14,4300213.2144,-97420.0744,188,952,42,173397.49,2016,9,18,262,6,3,1,0,1,22263.0,15923.0,80501.0,0.00459,123.9,referral,1.039405393049242,4942620.63,4382989.7,0.1496832440486132
2016-09-19,4460894.46,4561476.8853,-100582.4253,207,1085,40,147987.99,2016,9,19,263,0,3,0,0,1,19562.0,15211.0,102109.0,0.00418,146.7,paid_search,1.039405393049242,5350877.2,4783146.79,0.16632464299498412
2016-09-20,4208406.55,4295223.2873,-86816.7373,188,946,37,158733.97,2016,9,20,264,1,3,0,0,1,19759.0,15855.0,95177.0,0.00443,162.9,referral,1.039405393049242,4950112.24,4381290.5,0.14983613583679073
2016-09-21,3607555.32,3787250.355,-179695.035,168,815,28,122951.06,2016,9,21,265,2,3,0,0,1,20826.0,16905.0,92394.0,0.00368,134.3,organic_search,1.039405393049242,4415854.52,4042078.78,0.1830447983145966
2016-09-22,3004609.22,3301876.8135,-297267.5935,146,661,32,185577.64,2016,9,22,266,3,3,0,0,1,19679.0,15286.0,69619.0,0.00511,114.9,social_media,1.039405393049242,3570383.96,3326231.28,0.1584632763138449
2016-09-23,3339683.77,3822724.7083,-483040.9383,149,728,64,382373.49,2016,9,23,267,4,3,0,0,1,19211.0,13838.0,79369.0,0.0032,148.8,referral,1.039405393049242,4188287.62,3857859.5,0.2026135564204638
2016-09-24,2941694.73,3074025.8329,-132331.1029,151,701,59,281434.68,2016,9,24,268,5,3,1,0,1,19661.0,16063.0,92931.0,0.00529,202.0,paid_search,1.039405393049242,3669054.98,3149906.57,0.1982418508212161
2016-09-25,5021184.44,5108990.4389,-87805.9989,212,1121,37,123571.64,2016,9,25,269,6,3,1,0,1,19504.0,15832.0,66917.0,0.00339,273.6,organic_search,1.039405393049242,5830714.93,5221915.5,0.13883897596070596
2016-09-26,5751328.43,5784924.9788,-33596.5488,267,1311,39,128688.46,2016,9,26,270,0,3,0,0,1,19551.0,14186.0,67786.0,0.00565,189.0,paid_search,1.039405393049242,6888617.97,6121949.95,0.16509690985229655
2016-09-27,7285737.49,7651198.5773,-365461.0873,333,1667,34,207280.32,2016,9,27,271,1,3,0,1,1,20064.0,16348.0,65220.0,0.00405,304.2,paid_search,1.039405393049242,8489123.16,7795904.94,0.14175617991623057
2016-09-28,6354258.17,6530585.3574,-176327.1874,300,1543,30,149457.97999999998,2016,9,28,272,2,3,0,1,1,20824.0,15238.0,110681.0,0.00544,163.1,organic_search,1.039405393049242,7567886.85,6824968.63,0.1603655953180642
2016-09-29,4482563.09,4633980.024,-151416.934,220,1110,37,170100.58,2016,9,29,273,3,3,0,0,1,18850.0,13877.0,64838.0,0.00431,106.4,paid_search,1.039405393049242,5432931.71,4892504.82,0.1749274002930547
2016-09-30,4214478.56,4107472.4745,107006.0855,206,1035,27,185626.45,2016,9,30,274,4,3,0,0,1,19952.0,16032.0,84119.0,0.00522,140.0,referral,1.039405393049242,4909635.76,4205412.15,0.14159038144206448
2016-10-01,3952922.13,3597729.6217,355192.5083,174,891,12,25843.41,2016,10,1,275,5,4,1,0,1,15690.0,12077.0,66861.0,0.00401,235.6,organic_search,1.039405393049242,4366699.03,3701260.21,0.09475736641277069
2016-10-02,2459433.2,1902234.1562,557199.0438,83,406,16,57570.91,2016,10,2,276,6,4,1,0,0,16303.0,12829.0,86204.0,0.0057,178.6,organic_search,1.039405393049242,2596796.4,1974164.43,0.05289717746065873
2016-10-03,2384530.75,1995867.7974999999,388662.9525,85,408,25,52322.19,2016,10,3,277,0,4,0,0,0,16160.0,13151.0,84680.0,0.00368,255.4,organic_search,1.039405393049242,2548741.44,2097911.33,0.06442814772141027
2016-10-04,3251495.68,2752976.5508,498519.1292,110,526,11,59101.44,2016,10,4,278,1,4,0,0,0,18099.0,14630.0,86359.0,0.00427,270.3,paid_search,1.039405393049242,3461082.31,2850191.25,0.06055522845973573
2016-10-05,3142129.13,2681965.4745,460163.6555,100,482,46,180516.61,2016,10,5,279,2,4,0,0,0,17094.0,13193.0,84900.0,0.00382,152.1,paid_search,1.039405393049242,3424882.78,2746226.47,0.08255863577322198
2016-10-06,2551218.04,2378336.3479,172881.6921,96,449,43,254835.06,2016,10,6,280,3,4,0,0,0,16480.0,12069.0,57200.0,0.0044,200.4,direct,1.039405393049242,2895028.23,2454432.63,0.11875883849326055
2016-10-07,3063560.56,2413391.8846,650168.6754,104,532,21,88231.85,2016,10,7,281,4,4,0,0,0,18947.0,14466.0,88287.0,0.00375,130.4,social_media,1.039405393049242,3222934.99,2477341.55,0.04945009145220151
2016-10-08,2810234.37,2493897.3218,316337.0482,118,496,34,197525.84,2016,10,8,282,5,4,1,0,0,16749.0,13285.0,90179.0,0.00569,119.7,organic_search,1.039405393049242,3101070.27,2574361.13,0.09378565291266357
2016-10-09,3214005.87,2556202.8257,657803.0443,103,529,10,60709.380000000005,2016,10,9,283,6,4,1,0,0,13627.0,9848.0,63580.0,0.00504,239.5,paid_search,1.039405393049242,3313712.48,2583489.11,0.030089095116665
2016-10-10,4041093.26,3236035.9442,805057.3158,141,711,16,54496.65,2016,10,10,284,0,4,0,0,0,17553.0,12553.0,69444.0,0.00421,191.3,social_media,1.039405393049242,4264616.83,3371581.16,0.05241351776966098
2016-10-11,4068029.34,3532256.292,535773.048,139,776,47,281297.52999999997,2016,10,11,285,1,4,0,0,0,15134.0,11420.0,51660.0,0.00351,194.3,paid_search,1.039405393049242,4422185.53,3581266.99,0.0800862350974226
2016-10-12,4364336.75,3485646.6403,878690.1097,157,799,25,121740.98999999999,2016,10,12,286,2,4,0,0,0,16384.0,12184.0,80295.0,0.00377,315.8,email_campaign,1.039405393049242,4541598.24,3524730.02,0.03903064089614413
2016-10-13,3081015.88,2576946.9483,504068.9317,105,503,41,141824.85,2016,10,13,287,3,4,0,0,0,16117.0,12753.0,75419.0,0.00541,258.5,email_campaign,1.039405393049242,3317032.06,2649214.4,0.0711528184626591
2016-10-14,3285805.6,2681995.8225,603809.7775,126,658,30,178086.8,2016,10,14,288,4,4,0,0,0,15800.0,11450.0,61624.0,0.00469,296.7,email_campaign,1.039405393049242,3511630.87,2718591.77,0.06430780408306412
2016-10-15,3660101.02,3012604.8357,647496.1843,125,640,45,232784.27000000002,2016,10,15,289,5,4,1,0,0,16332.0,12994.0,52674.0,0.00492,155.9,email_campaign,1.039405393049242,3943248.97,3043533.56,0.07180575006908584
2016-10-16,4210680.98,3352894.4957,857786.4843,130,663,18,79880.57,2016,10,16,290,6,4,1,0,0,16728.0,12769.0,77896.0,0.00462,289.6,email_campaign,1.039405393049242,4376304.87,3413503.15,0.037845601465146476
2016-10-17,2894184.98,2408034.5924,486150.3876,126,617,13,72166.98,2016,10,17,291,0,4,0,0,0,16976.0,12404.0,85828.0,0.00457,204.5,social_media,1.039405393049242,3037287.93,2453991.87,0.04711537177181624
2016-10-18,4178386.55,3457972.4028,720414.1472,175,902,38,120191.04,2016,10,18,292,1,4,0,0,0,15801.0,11691.0,84041.0,0.00524,192.0,email_campaign,1.039405393049242,4508859.09,3657069.31,0.07329404920480671
2016-10-19,3979534.79,3222538.8914,756995.8986,135,694,17,47522.18,2016,10,19,293,2,4,0,0,0,16470.0,12951.0,58118.0,0.00417,318.6,social_media,1.039405393049242,4228189.57,3396000.86,0.05880880596373077
2016-10-20,2718911.46,2198156.7915,520754.6685,113,532,16,47015.25,2016,10,20,294,3,4,0,0,0,15730.0,12739.0,76784.0,0.00563,197.5,organic_search,1.039405393049242,2846518.01,2260628.69,0.04482899793772948
2016-10-21,3050907.29,2600124.2942,450782.9958,128,596,28,177852.32,2016,10,21,295,4,4,0,0,0,18497.0,13104.0,61071.0,0.00398,135.0,email_campaign,1.039405393049242,3272036.28,2634207.2,0.06758146031314781
2016-10-22,3873175.3,3220183.8342,652991.4658,120,621,23,55218.58,2016,10,22,296,5,4,1,0,0,17596.0,14020.0,78544.0,0.00424,190.1,referral,1.039405393049242,3948044.16,3231763.1,0.018963531552798115
2016-10-23,3138790.7,2564538.8383,574251.8617,118,540,21,118146.32,2016,10,23,297,6,4,1,0,0,15290.0,10820.0,78871.0,0.00579,167.0,social_media,1.039405393049242,3383059.2,2666084.61,0.07220343646365987
2016-10-24,4053620.89,3413104.4412,640516.4488,147,751,21,189394.05,2016,10,24,298,0,4,0,0,0,16565.0,12863.0,81578.0,0.00426,263.5,referral,1.039405393049242,4380387.44,3526727.23,0.07459763650495725
2016-10-25,4102801.92,3175264.8008,927537.1192,164,808,28,107124.51999999999,2016,10,25,299,1,4,0,0,0,17226.0,13670.0,66957.0,0.00464,133.5,social_media,1.039405393049242,4299274.8,3249930.02,0.0456990746439376
2016-10-26,4580372.02,3704848.2919,875523.7281,162,767,25,65296.25,2016,10,26,300,2,4,0,0,0,17265.0,13081.0,64846.0,0.00511,138.8,paid_search,1.039405393049242,4706906.11,3751859.51,0.026882645849079997
2016-10-27,3764581.86,3143120.2328,621461.6272,149,764,18,83785.09,2016,10,27,301,3,4,0,0,0,16121.0,11701.0,83758.0,0.00442,220.9,organic_search,1.039405393049242,4202633.76,3430770.86,0.1042327085860558
2016-10-28,6691950.64,5629739.513,1062211.127,283,1426,36,191350.31,2016,10,28,302,4,4,0,0,0,16013.0,12025.0,51729.0,0.00362,191.4,organic_search,1.039405393049242,7095459.64,5821255.79,0.05686862028292786
2016-10-29,7407122.92,6117315.6881,1289807.2319,256,1404,37,136360.35,2016,10,29,303,5,4,1,1,0,16178.0,12385.0,65228.0,0.004,258.1,paid_search,1.039405393049242,7748034.04,6291672.94,0.04399969311440972
2016-10-30,5832121.19,4851215.4317,980905.7583,214,1143,25,152568.13999999998,2016,10,30,304,6,4,1,0,0,14980.0,10862.0,76509.0,0.00522,260.3,referral,1.039405393049242,6231866.09,5021019.4,0.06414529680627323
2016-10-31,5807915.88,4724462.8292,1083453.0508,226,1152,13,30752.300000000003,2016,10,31,305,0,4,0,0,0,14528.0,11617.0,48878.0,0.00447,200.6,organic_search,1.039405393049242,6154479.92,4923620.6,0.056310857213748136
2016-11-01,7628256.8,6089253.3035,1539003.4965,278,1500,21,62537.75,2016,11,1,306,1,4,0,1,0,9921.0,6954.0,37157.0,0.00411,297.2,organic_search,1.039405393049242,7719179.86,6108632.49,0.011778849780551754
2016-11-02,1613226.22,1549953.2586,63272.9614,58,262,47,251714.56000000003,2016,11,2,307,2,4,0,0,0,13377.0,10448.0,62589.0,0.00476,180.1,direct,1.039405393049242,2019573.39,1671538.84,0.20120445833364836
2016-11-03,2069949.2,1625917.1298,444032.0702,75,395,24,91993.82,2016,11,3,308,3,4,0,0,0,13217.0,10821.0,57843.0,0.00364,242.8,referral,1.039405393049242,2167731.38,1630172.24,0.045108070539625594
2016-11-04,2618588.3,2225388.8903,393199.4097,100,537,45,178514.0,2016,11,4,309,4,4,0,0,0,15480.0,12205.0,65097.0,0.00336,152.5,paid_search,1.039405393049242,2921457.72,2325634.63,0.10367064973303819
2016-11-05,3064242.58,2363164.1651,701078.4149,104,568,19,107469.87,2016,11,5,310,5,4,1,0,0,12693.0,10390.0,58940.0,0.00526,188.3,organic_search,1.039405393049242,3331729.51,2510325.05,0.08028470774627791
2016-11-06,3101722.73,2570956.1477,530766.5823,112,583,6,28834.54,2016,11,6,311,6,4,1,0,0,14121.0,11290.0,69354.0,0.00322,101.3,social_media,1.039405393049242,3177194.93,2614531.12,0.02375434987868377
2016-11-07,3870725.55,3143282.3634,727443.1866,139,726,32,107536.39,2016,11,7,312,0,4,0,0,0,14412.0,10835.0,58813.0,0.00325,225.5,direct,1.039405393049242,4013690.76,3164694.75,0.035619388375600705
2016-11-08,2782546.02,2231006.4395,551539.5805,109,552,15,68770.92,2016,11,8,313,1,4,0,0,0,15021.0,10948.0,56211.0,0.00332,142.2,paid_search,1.039405393049242,2902668.64,2275142.13,0.04138351114028645
2016-11-09,2752840.61,2213598.7999,539241.8101,112,561,26,75844.72,2016,11,9,314,2,4,0,0,0,14051.0,10096.0,50820.0,0.00434,221.4,referral,1.039405393049242,3088936.2,2415653.4,0.10880625828400091
2016-11-10,3495837.62,2773023.5382,722814.0818,116,577,3,11334.619999999999,2016,11,10,315,3,4,0,0,0,12300.0,9590.0,54043.0,0.00443,153.5,organic_search,1.039405393049242,3524443.54,2787453.25,0.008116435878555718
2016-11-11,3120131.11,2578224.4761,541906.6339,112,617,25,68702.08,2016,11,11,316,4,4,0,0,0,14481.0,10750.0,60880.0,0.00334,318.5,paid_search,1.039405393049242,3242466.89,2622416.39,0.03772923028984276
2016-11-12,3890984.55,3187200.1018,703784.4482,148,765,31,131630.75,2016,11,12,317,5,4,1,0,0,13921.0,10552.0,76023.0,0.0044,257.7,social_media,1.039405393049242,4067309.35,3215859.82,0.04335170620842997
2016-11-13,3933876.33,3208160.544,725715.786,140,776,17,70178.33,2016,11,13,318,6,4,1,0,0,14357.0,11022.0,70333.0,0.00438,102.8,email_campaign,1.039405393049242,4108240.53,3298120.47,0.04244254900041106
2016-11-14,4838367.46,4058766.3887,779601.0713,201,983,39,245446.09,2016,11,14,319,0,4,0,0,0,15703.0,11310.0,82333.0,0.00511,311.7,social_media,1.039405393049242,5384564.17,4287246.16,0.10143749665815571
2016-11-15,3705945.02,3100468.5481000002,605476.4719,153,738,30,139793.52000000002,2016,11,15,320,1,4,0,0,0,16722.0,13433.0,76078.0,0.00413,178.0,paid_search,1.039405393049242,4067351.79,3266049.08,0.088855547456838
2016-11-16,2399823.09,2143001.9174,256821.1726,116,573,41,201010.24,2016,11,16,321,2,4,0,0,0,14954.0,11372.0,67005.0,0.00381,282.0,organic_search,1.039405393049242,2666254.64,2184170.77,0.09992727101264426
2016-11-17,3035922.09,2584547.8929,451374.1971,112,610,21,119574.89,2016,11,17,322,3,4,0,0,0,13839.0,10869.0,54220.0,0.00365,109.5,referral,1.039405393049242,3253737.52,2657687.82,0.0669431472763667
2016-11-18,2486576.09,2300349.6916,186226.3984,130,663,16,91679.76000000001,2016,11,18,323,4,4,0,0,1,14924.0,11640.0,57143.0,0.00428,128.9,organic_search,1.039405393049242,2750384.49,2341586.51,0.09591691669261862
2016-11-19,2520105.73,2793161.4005,-273055.6705,132,651,33,166204.97999999998,2016,11,19,324,5,4,1,0,1,16193.0,12098.0,70086.0,0.00558,203.9,referral,1.039405393049242,3049656.36,2797715.85,0.17364272150321877
2016-11-20,1930693.68,2139365.7402,-208672.0602,116,624,19,74982.0,2016,11,20,325,6,4,1,0,1,13513.0,10080.0,50458.0,0.00516,116.9,social_media,1.039405393049242,2422645.76,2208447.77,0.20306397580800253
2016-11-21,2127738.76,2511453.3713,-383714.6113,122,650,38,228324.68,2016,11,21,326,0,4,0,0,1,16673.0,12248.0,63606.0,0.00532,175.6,referral,1.039405393049242,2849528.18,2622825.33,0.2533013798796685
2016-11-22,2227913.23,2951406.5982,-723493.3682,123,672,23,87976.3,2016,11,22,327,1,4,0,0,1,13636.0,10775.0,51147.0,0.00456,223.3,organic_search,1.039405393049242,2953802.19,3010640.25,0.2457473159365489
2016-11-23,1085550.8,1669892.8261,-584342.0261,94,470,43,325081.1,2016,11,23,328,2,4,0,0,1,14106.0,10280.0,67908.0,0.00468,195.8,organic_search,1.039405393049242,1781135.32,1682846.05,0.39052873310041375
2016-11-24,1227296.55,1713324.3344999999,-486027.7845,91,442,32,116595.23999999999,2016,11,24,329,3,4,0,0,1,15361.0,11156.0,56779.0,0.00435,309.2,direct,1.039405393049242,1693041.1,1727778.84,0.27509346937885915
2016-11-25,2317952.67,3234428.5219,-916475.8519,173,884,47,231620.38,2016,11,25,330,4,4,0,0,1,11287.0,9107.0,48716.0,0.00397,307.9,organic_search,1.039405393049242,3314537.94,3343367.28,0.3006709496286532
2016-11-26,2263007.53,3078879.2607,-815871.7307,165,919,42,225160.57,2016,11,26,331,5,4,1,0,1,12882.0,10027.0,49661.0,0.00364,247.6,email_campaign,1.039405393049242,3392192.14,3360164.37,0.33287755038545674
2016-11-27,4002275.18,5121821.9563,-1119546.7763,298,1575,27,109581.41,2016,11,27,332,6,4,1,0,1,13309.0,9682.0,72788.0,0.0042,174.3,paid_search,1.039405393049242,5299633.2,5281944.59,0.24480147418504358
2016-11-28,3868765.64,4981241.8334,-1112476.1934,279,1493,21,171454.90999999997,2016,11,28,333,0,4,0,0,1,12901.0,10483.0,54139.0,0.00383,306.6,email_campaign,1.039405393049242,5196318.58,5131257.93,0.2554795129593459
2016-11-29,3796551.46,4911533.8188,-1114982.3588,253,1412,28,104262.57,2016,11,29,334,1,4,0,0,1,14112.0,10479.0,69379.0,0.00549,286.5,direct,1.039405393049242,4921786.18,4962698.8,0.22862324344207896
2016-11-30,2887496.93,3801954.3395000002,-914457.4095,206,1084,26,105892.03,2016,11,30,335,2,4,0,0,1,14123.0,10842.0,56376.0,0.00495,289.5,organic_search,1.039405393049242,3832887.02,3897608.89,0.2466522193497892
2016-12-01,1724405.95,2334738.3994,-610332.4494,117,663,27,156654.69,2016,12,1,336,3,4,0,0,1,17034.0,12965.0,62158.0,0.00354,116.7,organic_search,1.039405393049242,2358573.02,2341309.79,0.2688774375957205
2016-12-02,630687.73,897576.6431999999,-266888.9132,39,196,24,68690.15,2016,12,2,337,4,4,0,0,1,17041.0,12600.0,91993.0,0.00527,241.9,referral,1.039405393049242,907573.74,925477.21,0.3050837610175896
